id;xorig;yorig;xdest;ydest;facper
2705;307073;5044621;292190;5045369;29.261
2706;304347;5044254;296242;5044728;22.334
2707;318500;5044952;293160;5041747;32.972
2708;303860;5043552;299216;5040426;19.484
2709;306516;5047092;275038;5039193;36.980
2710;310856;5047551;299334;5037875;33.051
2711;309267;5050670;285911;5035118;24.019
2712;305299;5036709;299388;5040118;46.089
2713;305633;5032837;299463;5040153;36.563
2714;313642;5039309;285418;5035346;37.632
2715;308925;5052262;294359;5045302;36.049
2716;306813;5035593;298158;5042576;44.288
2717;309125;5036765;290407;5038934;28.870
2718;308939;5036514;290525;5038968;24.766
2719;309708;5033682;293571;5031085;27.792
2720;303383;5044070;299059;5040582;21.647
2721;303721;5039739;298115;5038536;33.543
2722;306110;5034202;299802;5042438;47.609
2723;306077;5034206;298297;5038909;37.120
2724;306084;5034453;298895;5057003;45.461
2725;306680;5036729;299849;5040919;23.071
2726;306474;5036705;299870;5040718;19.489
2727;305152;5038337;297840;5043021;22.318
2728;305201;5038113;298628;5039486;21.987
2729;305023;5038141;298439;5039666;29.740
2730;311908;5043567;295334;5041937;21.470
2731;308729;5038240;299130;5040441;46.262
2732;304483;5042192;298109;5038945;20.467
2733;304423;5042117;298346;5038704;21.166
2734;310319;5040841;297814;5032266;27.248
2735;306563;5040178;299858;5040765;22.285
2736;310764;5048500;290821;5033909;25.195
2737;310947;5048548;300918;5042029;24.173
2738;310710;5048456;299639;5051163;21.979
2739;312566;5040440;299976;5035805;22.377
2740;306878;5042912;300073;5048084;33.540
2741;303930;5041957;295668;5043354;28.712
2742;306571;5036028;300346;5040898;33.762
2743;305413;5034718;285191;5035591;28.010
2744;311689;5047871;294076;5045254;30.869
2745;310216;5039858;299645;5040338;25.490
2746;305663;5037020;299065;5050106;32.475
2747;305914;5036756;299853;5040721;33.394
2748;306219;5033466;298667;5039412;34.606
2749;306193;5033488;299863;5040021;22.137
2750;307593;5033908;299501;5040118;21.192
2751;312450;5038036;299934;5040315;20.195
2752;312629;5037952;299640;5039762;19.434
2753;309683;5049197;304207;5057660;41.985
2754;309934;5049269;304146;5057639;40.581
2755;316983;5043207;291693;5043142;26.397
2756;309087;5043185;295331;5040350;40.033
2757;309355;5042901;299565;5040209;26.807
2758;309150;5042916;295329;5040353;39.047
2759;305166;5044133;287497;5043383;35.234
2760;307686;5046632;298853;5052042;20.732
2761;304275;5044116;300196;5039953;20.175
2762;306238;5039203;299739;5041580;20.674
2763;305547;5041228;299745;5038260;28.383
2764;310237;5036963;299787;5039282;40.709
2765;310075;5036969;299295;5039218;37.284
2766;310043;5036818;300770;5042170;29.745
2767;305013;5041726;295569;5044048;23.862
2768;309934;5040110;299918;5041448;30.464
2769;310132;5040104;300157;5041629;36.271
2770;306436;5047462;296113;5049013;38.346
2771;302987;5042884;299652;5041434;38.485
2772;307194;5033498;295878;5041370;30.562
2773;307232;5033513;299291;5039974;34.119
2774;307074;5033478;299650;5040668;36.966
2775;306004;5041338;299973;5047799;26.727
2776;304647;5045211;295114;5042771;35.103
2777;309146;5051078;296904;5047856;26.431
2778;308918;5051041;299565;5041032;33.594
2779;312762;5040117;296057;5040718;33.373
2780;308237;5038715;300079;5041596;26.594
2781;306275;5037189;298509;5039641;57.790
2782;306249;5037329;297985;5038055;36.689
2783;304570;5045744;292507;5032687;26.138
2784;306485;5033398;296089;5040709;39.369
2785;306643;5033389;297579;5036888;34.495
2786;304302;5039667;297592;5045591;32.714
2787;314216;5047887;296892;5049049;27.009
2788;308962;5037906;299825;5041553;29.498
2789;311684;5040038;299338;5040164;30.200
2790;309238;5048860;299071;5040595;28.905
2791;309278;5049104;298526;5039018;30.911
2792;304162;5044489;300179;5040105;55.907
2793;304330;5044297;298505;5039830;34.450
2794;304376;5044506;295892;5040152;32.467
2795;306602;5034970;297456;5043422;21.481
2796;306589;5035154;297414;5043168;21.682
2797;306867;5042125;295972;5053233;26.916
2798;307915;5043611;300953;5036080;22.028
2799;309316;5037162;285445;5039090;37.984
2800;309311;5037185;296476;5032863;36.745
2801;311725;5047469;273404;5040951;21.954
2802;308628;5039900;293753;5044921;30.444
2803;308343;5049433;299179;5040511;29.285
2804;303298;5043107;299379;5040217;56.514
2805;306314;5047384;299236;5040622;20.121
2806;305152;5042480;297075;5048418;33.862
2807;305737;5038991;298058;5045207;18.017
2808;305972;5037582;300516;5039721;28.588
2809;306479;5037737;298442;5041029;28.649
2810;303396;5040395;295831;5040396;35.279
2811;303545;5040384;299709;5040207;32.988
2812;317712;5044038;292365;5037175;33.706
2813;308330;5042604;298357;5050606;32.410
2814;314185;5040741;296406;5032109;19.668
2815;305815;5037089;299865;5041628;52.751
2816;308651;5037226;299885;5040147;28.584
2817;308908;5037301;298615;5039743;31.340
2818;306371;5034758;299221;5039520;38.104
2819;306619;5041247;298218;5038262;46.485
2820;305877;5042175;301518;5047423;25.065
2821;309071;5038480;300173;5042100;21.275
2822;306362;5043386;296863;5033074;42.967
2823;304926;5039974;298094;5038766;24.399
2824;304916;5040223;299990;5040775;20.039
2825;311641;5039903;296537;5041423;34.239
2826;305653;5032809;303572;5048501;21.222
2827;310978;5042423;293037;5032278;27.572
2828;308753;5037130;298475;5042142;37.403
2829;307794;5041984;293802;5033174;24.214
2830;308061;5042103;293548;5032995;19.359
2831;303126;5041957;298409;5039580;26.951
2832;305817;5042232;300493;5047330;38.147
2833;311087;5048625;299731;5040221;31.998
2834;305292;5046003;299584;5039069;35.102
2835;302878;5042964;300130;5041586;55.652
2836;303107;5042817;289385;5041535;56.398
2837;302895;5042978;299687;5040316;47.750
2838;309693;5038537;298580;5039596;24.509
2839;309535;5047827;299466;5037534;28.329
2840;308559;5044544;295509;5040296;41.658
2841;308524;5044721;296402;5044071;41.394
2842;308540;5044741;295469;5040311;28.304
2843;308553;5044739;300767;5047696;29.041
2844;307215;5033434;285485;5039119;26.956
2845;307083;5033693;285655;5039177;29.497
2846;305172;5043451;302035;5041920;32.183
2847;305822;5037996;299368;5040238;18.441
2848;304723;5045119;292929;5035651;21.131
2849;312921;5038752;289814;5039093;37.143
2850;316433;5044813;301187;5043080;31.941
2851;310670;5050691;300125;5041788;48.460
2852;305275;5041897;299016;5040765;89.832
2853;308426;5036055;292412;5040053;44.736
2854;308428;5036055;298819;5039580;43.278
2855;307014;5033523;295527;5030725;27.346
2856;310848;5050027;300488;5041071;29.143
2857;311043;5050273;300514;5040895;24.128
2858;307005;5035010;299689;5035799;28.133
2859;307085;5035006;299117;5036026;21.734
2860;305807;5044947;293749;5045554;26.420
2861;306601;5041097;298723;5039583;29.531
2862;303593;5043716;300034;5039288;34.013
2863;303366;5043761;295801;5041152;34.842
2864;312936;5042434;299882;5043620;25.442
2865;308902;5041835;295431;5053222;24.032
2866;308053;5042257;295570;5053492;25.369
2867;303921;5040314;301203;5039543;19.460
2868;305809;5033507;299629;5044804;29.836
2869;304646;5038346;299676;5040849;19.981
2870;304892;5038411;277260;5033716;21.346
2871;316739;5042934;292618;5046210;39.598
2872;318322;5041758;296020;5044231;37.357
2873;318365;5041712;298611;5035938;54.370
2874;304298;5044656;298934;5038433;21.669
2875;303950;5041622;296090;5037227;28.055
2876;306159;5038076;296288;5037343;35.296
2877;308254;5039936;300197;5041614;34.805
2878;307227;5041882;291608;5046234;30.030
2879;304347;5039654;298359;5043782;28.308
2880;314310;5040495;292972;5039369;22.999
2881;303204;5042889;289581;5042423;30.811
2882;305641;5037159;300029;5040262;44.151
2883;302936;5042874;292757;5032407;25.756
2884;307121;5043959;300399;5043432;30.153
2885;307520;5046692;294100;5045260;32.617
2886;304632;5037872;299484;5040949;42.762
2887;310190;5050660;297984;5039979;36.347
2888;310172;5050690;298034;5039982;35.876
2889;305679;5043402;295073;5051270;29.834
2890;305292;5034110;299384;5040257;20.148
2891;305700;5037232;300512;5040658;36.636
2892;305887;5036991;299627;5040938;37.836
2893;305705;5037005;297792;5039698;39.348
2894;306515;5048790;297966;5033045;23.429
2895;309016;5053731;298506;5048095;38.803
2896;308565;5052436;295140;5040574;45.420
2897;308829;5052484;295094;5040391;41.942
2898;307270;5044753;300822;5036312;33.236
2899;316239;5044543;300391;5045419;18.467
2900;308849;5036994;299568;5040065;45.297
2901;306758;5042502;299642;5039914;21.992
2902;306460;5042231;296527;5042481;19.932
2903;303573;5040090;300776;5046251;28.826
2904;303783;5039894;298919;5039484;31.393
2905;308942;5037451;293881;5037518;32.844
2906;309517;5038083;304597;5054789;26.246
2907;303421;5041779;292404;5047414;21.530
2908;303195;5042044;292581;5047399;22.466
2909;304693;5042116;300189;5053052;26.949
2910;310515;5048751;297479;5038431;35.905
2911;310731;5048746;299895;5040324;31.263
2912;308867;5054116;296621;5052948;24.460
2913;305336;5038037;299779;5041722;18.333
2914;306688;5043904;300509;5039438;26.330
2915;308751;5055121;299109;5040346;29.010
2916;308746;5055076;295306;5043438;36.151
2917;311227;5035630;291933;5034174;24.839
2918;308416;5040983;300137;5041619;22.086
2919;308216;5041138;299861;5041565;27.677
2920;307308;5036199;298145;5038366;28.773
2921;305671;5040276;300087;5041613;18.918
2922;307512;5034411;296620;5037492;22.160
2923;307740;5034389;296511;5037399;20.544
2924;307979;5049932;300464;5045654;19.611
2925;303094;5043091;298874;5040319;26.932
2926;312857;5040782;300605;5045407;30.226
2927;308249;5039628;299303;5040677;22.720
2928;303896;5040168;278550;5037822;23.802
2929;303869;5040351;278456;5037786;23.966
2930;304824;5041787;298218;5044852;32.997
2931;304813;5041737;297364;5042782;33.469
2932;307533;5041212;298547;5052206;31.960
2933;306274;5041165;299893;5040896;30.971
2934;307380;5042814;298729;5046437;27.253
2935;315032;5044609;298451;5046235;26.508
2936;306621;5038787;298391;5046338;23.238
2937;309474;5037369;298032;5038371;31.025
2938;309032;5050985;290634;5039287;37.128
2939;312837;5039731;298852;5040364;28.589
2940;312830;5039796;285373;5035571;23.051
2941;310728;5039480;302289;5051393;39.323
2942;305692;5043059;299114;5042126;20.959
2943;312504;5039502;291119;5043384;22.472
2944;307793;5041691;296804;5044704;35.347
2945;302691;5043254;296933;5054766;24.425
2946;306950;5041287;300640;5040907;23.591
2947;306979;5041285;300679;5041091;20.794
2948;310883;5038965;297732;5039883;26.404
2949;311080;5039121;297761;5039869;24.500
2950;306666;5040358;301134;5036330;26.631
2951;316528;5042466;300732;5039002;18.122
2952;304983;5040217;298659;5041548;21.710
2953;304831;5040158;298658;5041729;24.501
2954;312963;5039331;300908;5049502;35.317
2955;313155;5039292;300699;5049443;33.364
2956;307935;5035959;300618;5046144;31.990
2957;307536;5038954;299534;5040731;30.079
2958;306670;5034382;301005;5041968;32.697
2959;305990;5035117;299207;5040490;22.315
2960;305739;5035271;299186;5040498;27.664
2961;305957;5035076;298475;5041063;26.151
2962;305784;5035135;298995;5040643;27.130
2963;311150;5047287;304428;5055747;25.798
2964;314113;5040524;295668;5040794;25.229
2965;308882;5045283;290651;5034105;29.594
2966;309459;5051959;299468;5040074;39.755
2967;308626;5043483;282722;5037785;33.411
2968;306104;5040901;298448;5043007;38.825
2969;306066;5040925;294135;5040257;44.341
2970;304649;5042946;300260;5041689;60.289
2971;308031;5046068;299739;5040380;25.403
2972;308990;5048853;297598;5048654;26.512
2973;308136;5049791;299112;5039686;23.823
2974;305073;5042136;298178;5054270;21.183
2975;309341;5036931;299347;5039900;32.535
2976;307974;5046051;295457;5039999;23.149
2977;308038;5045913;295674;5040051;27.004
2978;308770;5050801;300729;5044557;26.608
2979;305830;5047175;301416;5048891;24.254
2980;308265;5050383;294943;5039632;38.817
2981;310179;5038417;296243;5055253;19.616
2982;317402;5044507;296870;5054686;40.462
2983;306721;5046986;296092;5034160;55.783
2984;305332;5040547;300016;5040234;30.021
2985;309428;5033682;299782;5037830;32.629
2986;309647;5033520;300069;5038024;39.241
2987;307182;5037617;291743;5043123;34.251
2988;305797;5037441;301670;5036321;25.200
2989;305865;5039188;299186;5039891;36.275
2990;306359;5044791;280028;5033704;26.346
2991;305278;5035352;291427;5046192;20.717
2992;308017;5041522;291014;5042977;27.568
2993;308574;5041259;299721;5043860;25.313
2994;313164;5042453;297645;5042800;24.652
2995;305307;5044964;295909;5034002;25.277
2996;308595;5049361;299860;5041682;43.803
2997;308118;5038700;298608;5040435;30.109
2998;308147;5038690;298742;5039775;46.111
2999;308381;5038691;299620;5040324;44.346
3000;308319;5038693;299501;5039667;33.043
