id;xorig;yorig;xdest;ydest;facper
1375;308557;5041970;299872;5040720;26.650
1376;310800;5051074;300321;5048145;22.406
1377;310605;5051118;297291;5053215;23.911
1378;303898;5042633;279444;5037760;27.077
1379;307924;5048444;297841;5038316;19.091
1380;307727;5048421;297617;5038523;23.822
1381;311169;5037876;299581;5039951;32.357
1382;309428;5039841;298749;5039764;37.599
1383;309434;5039632;290786;5032948;29.089
1384;309616;5039710;300604;5039814;34.040
1385;308393;5043068;299655;5043033;32.979
1386;319204;5042640;295581;5040106;36.171
1387;310880;5050199;299284;5040291;35.662
1388;306227;5045264;296168;5033998;33.410
1389;306224;5045399;296985;5032863;33.447
1390;306011;5045388;297899;5033341;31.948
1391;306276;5045194;296094;5034209;30.117
1392;304704;5045755;301522;5035990;29.711
1393;309167;5043827;299376;5039760;33.576
1394;310389;5036947;298925;5040308;33.776
1395;309391;5035848;299388;5040260;35.283
1396;309370;5036096;299622;5035179;34.647
1397;317162;5042408;290249;5043426;28.218
1398;303974;5040428;296741;5051735;20.879
1399;304039;5040463;296483;5051664;14.488
1400;307437;5043072;291766;5043859;24.389
1401;306202;5035451;285166;5035389;23.098
1402;303379;5042980;297918;5035950;23.723
1403;307168;5046602;299899;5043166;34.628
1404;307759;5032528;298329;5039206;37.485
1405;307549;5032721;289110;5039847;44.828
1406;303394;5043006;299101;5044084;17.443
1407;305172;5042803;301886;5058215;25.210
1408;316452;5042530;299266;5035391;30.305
1409;317105;5042937;301245;5045763;19.278
1410;302910;5043097;299611;5040143;30.454
1411;309160;5052040;298732;5039493;25.508
1412;305876;5046831;295306;5040573;40.358
1413;312728;5037706;300757;5042912;25.377
1414;312772;5037722;299655;5040027;22.417
1415;304458;5045092;300706;5040684;29.689
1416;304710;5044907;302011;5045732;25.556
1417;312635;5040156;293048;5034547;20.870
1418;307604;5036451;298901;5039971;56.203
1419;306917;5036699;298756;5035243;35.587
1420;305459;5033735;294763;5031304;19.034
1421;307660;5037793;300475;5042055;23.720
1422;303637;5044077;300930;5041661;24.393
1423;303579;5039474;298451;5039298;47.407
1424;305594;5034174;298423;5046449;35.413
1425;305670;5034251;298487;5040259;24.094
1426;303524;5039855;301179;5035967;20.753
1427;306171;5037267;296298;5045212;18.798
1428;306147;5037270;286519;5039126;22.894
1429;312274;5039606;298800;5042219;37.072
1430;309505;5052148;301417;5036314;21.207
1431;309354;5052166;299023;5042396;26.498
1432;305306;5043630;300747;5042951;29.291
1433;305117;5043653;299283;5040402;26.813
1434;307148;5038159;300111;5041645;26.721
1435;308194;5045697;298585;5039606;39.828
1436;308143;5045554;302915;5040544;27.591
1437;308188;5045532;299444;5039826;27.309
1438;308704;5039640;299348;5041572;23.304
1439;302949;5043040;299864;5057773;39.741
1440;305184;5039577;296819;5039674;48.679
1441;305181;5044824;286884;5040536;27.446
1442;304963;5040137;299802;5042586;13.963
1443;307092;5038840;299363;5035164;26.344
1444;308369;5052872;294106;5045309;20.607
1445;308072;5045914;300144;5040460;24.899
1446;303583;5043189;299210;5040257;26.216
1447;305418;5044135;296231;5049529;34.903
1448;306858;5035936;290949;5041477;23.109
1449;306941;5035969;299963;5039286;35.690
1450;306918;5035878;299781;5039302;36.558
1451;310841;5035087;299969;5040107;64.816
1452;310247;5049569;300515;5042103;27.189
1453;307169;5035581;298469;5046463;27.064
1454;310991;5041962;297166;5042477;17.834
1455;312288;5039577;299408;5040163;36.745
1456;312413;5037783;288965;5035739;27.381
1457;304059;5044277;298294;5043942;19.179
1458;308658;5038194;300581;5040727;36.607
1459;309459;5051553;299937;5039981;29.553
1460;310510;5050924;293183;5050052;30.409
1461;307299;5035191;300104;5037634;41.115
1462;307483;5035421;300280;5037635;28.626
1463;311103;5038729;298691;5041134;27.002
1464;311071;5038519;286983;5037441;27.810
1465;311033;5038677;298320;5038992;28.043
1466;307894;5037690;300045;5041712;39.319
1467;307699;5037836;295495;5040273;43.065
1468;309358;5037280;300051;5041365;33.787
1469;305299;5044393;295639;5040567;29.297
1470;305003;5046185;296959;5045121;24.926
1471;307078;5034955;299117;5039890;27.146
1472;317013;5043502;300090;5041603;59.294
1473;303492;5040606;300128;5049853;26.151
1474;305311;5040652;301460;5052259;24.505
1475;303170;5042672;298708;5045047;34.763
1476;306275;5033837;289243;5034929;41.329
1477;306646;5044046;297026;5052715;22.240
1478;305633;5043690;295268;5040474;25.715
1479;305612;5040029;292880;5042832;29.294
1480;311025;5048750;291003;5041434;25.535
1481;310961;5048684;292551;5042986;31.335
1482;304801;5043349;299490;5040271;29.066
1483;303854;5042929;295717;5044108;36.555
1484;304981;5045584;299293;5040216;42.280
1485;305254;5040653;299831;5040983;21.403
1486;317724;5042266;299743;5040026;31.529
1487;309686;5039489;290393;5043277;27.202
1488;310485;5033894;296925;5043720;42.540
1489;308108;5047361;297580;5046413;21.096
1490;308033;5047351;297744;5046171;17.012
1491;310045;5039884;301026;5042346;30.807
1492;307641;5036909;302687;5040568;24.730
1493;307495;5036750;302700;5040739;22.359
1494;310854;5036045;279178;5032021;27.491
1495;308742;5047924;294587;5031906;26.917
1496;312673;5037996;300362;5040029;21.827
1497;312879;5038007;299504;5039955;20.442
1498;304580;5038079;298471;5040829;32.656
1499;303845;5040948;298777;5040247;17.673
1500;303813;5040880;298702;5040136;25.435
1501;307266;5048723;299894;5049810;19.103
1502;307016;5048741;299893;5049800;17.560
1503;304454;5044598;293220;5047183;25.091
1504;310734;5048763;295584;5044069;25.386
1505;306299;5036651;297004;5046090;36.382
1506;306286;5036916;296824;5046100;28.311
1507;302993;5042676;297075;5045898;28.608
1508;306270;5036832;296794;5045974;29.245
1509;303277;5042958;300355;5040641;27.985
1510;312194;5040240;285414;5035411;45.986
1511;307076;5041751;299637;5041394;26.434
1512;307104;5041975;294850;5038279;39.775
1513;307069;5042000;299773;5039902;28.939
1514;305842;5043500;299696;5043022;63.375
1515;316678;5041862;299372;5043382;32.957
1516;316903;5041902;299727;5040798;33.568
1517;309888;5036944;293772;5038818;36.043
1518;310058;5051201;297208;5048116;25.882
1519;304484;5039304;300179;5041489;33.847
1520;307523;5038771;294939;5045190;34.862
1521;306732;5044753;295684;5040307;21.066
1522;306739;5044972;295474;5040339;22.542
1523;312568;5040240;295842;5041178;29.197
1524;308390;5044321;298647;5041548;27.144
1525;302863;5042725;300649;5041133;32.845
1526;302853;5042737;299850;5041572;32.684
1527;302881;5043010;300864;5040880;29.185
1528;302879;5042958;300062;5041586;30.186
1529;312792;5039561;299973;5040800;36.238
1530;312773;5039763;288489;5037289;45.732
1531;309636;5051687;302687;5040770;40.497
1532;308496;5052219;302682;5040582;27.546
1533;312987;5040645;298742;5039803;28.934
1534;307429;5041705;293039;5043553;34.203
1535;304853;5043677;295111;5040543;23.088
1536;304897;5043666;298262;5042705;28.759
1537;306416;5042341;301999;5050629;20.480
1538;312087;5037399;298622;5052826;24.993
1539;310044;5049665;285689;5034032;40.853
1540;307809;5041083;301470;5045532;23.422
1541;307197;5048664;295735;5046145;26.757
1542;310756;5041958;299064;5045990;22.192
1543;311482;5041037;289237;5041513;28.980
1544;311516;5040864;293230;5045481;40.454
1545;305576;5041191;298884;5043323;19.748
1546;309205;5042641;299782;5051111;28.359
1547;310862;5038247;298715;5039839;31.009
1548;305289;5037135;296352;5037023;42.412
1549;307556;5038432;301037;5042484;25.299
1550;311743;5047564;298021;5054677;35.589
1551;317452;5043738;285408;5035583;35.722
1552;309307;5036844;298424;5040791;20.835
1553;316272;5035603;298624;5040973;30.392
1554;307031;5034182;296824;5044958;34.495
1555;316988;5043629;299198;5039874;34.459
1556;306926;5037088;296711;5031391;21.038
1557;305328;5044574;297863;5045243;19.322
1558;310741;5050381;301014;5050862;23.247
1559;309923;5047089;294953;5045939;28.174
1560;316419;5044411;293686;5044778;28.531
1561;308193;5031935;302406;5051310;24.748
1562;304176;5040169;299406;5041661;32.226
1563;304072;5039946;299968;5040752;38.631
1564;304267;5039936;299282;5039658;24.474
1565;308159;5036790;300513;5040921;22.038
1566;306123;5042086;299822;5040878;32.347
1567;308821;5036926;298680;5041012;26.539
1568;306189;5047871;299112;5040168;27.639
1569;309544;5039905;292406;5045698;34.342
1570;308650;5053308;291973;5041924;36.179
1571;308868;5051350;300922;5035650;21.852
1572;310413;5051098;300916;5042169;26.375
1573;306192;5046979;300424;5039951;20.415
1574;304784;5040096;299284;5039493;24.496
1575;305014;5039864;299532;5040959;14.687
1576;309282;5049023;299740;5041525;20.120
1577;303830;5044156;293503;5036510;20.741
1578;307606;5037736;297685;5047594;35.833
1579;305639;5035963;298862;5039470;33.454
1580;315714;5042307;299171;5044440;37.764
1581;315712;5042296;299250;5044263;36.050
1582;303326;5040674;298873;5039105;48.340
1583;311473;5036533;285238;5035407;25.173
1584;308651;5048635;296600;5044163;32.405
1585;307656;5045773;296217;5044418;34.099
1586;310459;5048793;299664;5041118;39.724
1587;306066;5037346;298833;5041115;28.858
1588;305096;5043393;299839;5040468;20.680
1589;304875;5043409;300516;5042077;22.223
1590;308365;5037728;299892;5040110;40.777
1591;304375;5044918;300503;5042505;34.318
1592;304546;5044905;297924;5037525;29.765
1593;305881;5047188;299494;5040650;32.636
1594;305854;5047184;287649;5038374;27.897
1595;307705;5041371;299138;5040359;26.338
1596;306635;5040160;293970;5045777;31.207
1597;309384;5043638;292163;5040095;26.852
1598;316953;5040060;300393;5040804;48.018
1599;307753;5033404;299332;5039919;38.926
1600;307677;5033615;299034;5039869;43.984
1601;306517;5032768;300545;5048370;19.822
1602;306802;5033692;298604;5041035;37.645
1603;303432;5041672;300258;5041512;38.921
1604;306563;5033734;295040;5039967;32.397
1605;306620;5033894;295191;5040117;34.294
1606;306817;5033921;295246;5039975;33.931
1607;312944;5038597;299944;5041497;23.462
1608;312725;5038431;299524;5040033;23.894
1609;308359;5035117;299106;5040323;20.199
1610;308126;5051805;299687;5039857;26.383
1611;309575;5050261;301259;5051576;42.196
1612;309768;5050268;301034;5051352;34.553
1613;304892;5045687;300156;5041242;13.111
1614;309117;5045197;303546;5048548;34.058
1615;317139;5043773;298779;5043343;23.577
1616;312025;5048192;300371;5046111;26.339
1617;307772;5032077;296325;5045017;24.361
1618;305535;5035517;277621;5033294;32.324
1619;306037;5034506;279761;5036229;33.880
1620;306164;5034469;299008;5039184;35.664
1621;310489;5033871;299943;5041404;27.905
1622;305938;5034299;298032;5038891;28.188
1623;308068;5036244;300297;5041677;28.941
1624;308100;5036323;301626;5049701;19.961
1625;307177;5037925;301149;5039750;24.513
1626;309524;5037114;295958;5046485;31.204
1627;306942;5034713;299643;5040368;27.401
1628;307311;5043615;300075;5041083;40.839
1629;307107;5043631;295847;5044021;27.056
1630;315820;5044688;300237;5041350;26.242
1631;306112;5042914;300710;5042604;37.991
1632;306138;5046157;298870;5039894;20.735
1633;306382;5046191;298738;5040118;30.895
1634;306356;5045971;298653;5044078;21.741
1635;306189;5046100;298549;5044068;22.869
1636;305400;5041285;298488;5042891;43.192
1637;315885;5043017;295531;5040334;91.217
1638;306467;5042684;302051;5045447;25.539
1639;304276;5039144;292552;5043316;29.313
1640;306744;5032817;275293;5036476;39.862
1641;309492;5051147;299451;5042185;34.459
1642;308192;5032122;287797;5043475;27.738
1643;309006;5036243;299725;5036122;30.503
1644;307216;5035550;297801;5039119;35.397
1645;312442;5040344;299829;5040026;25.720
1646;312712;5040497;299304;5040006;23.065
1647;305764;5045299;303024;5057810;28.436
1648;311362;5050411;299551;5051128;28.118
1649;311363;5050374;298836;5040497;28.242
1650;307183;5046561;301681;5046481;35.859
1651;306373;5041818;299245;5040384;23.061
1652;312645;5038327;299655;5040114;35.934
1653;313390;5039188;300732;5043702;23.466
1654;311692;5040031;297518;5044552;41.238
1655;316157;5045231;299612;5040310;32.049
1656;303590;5044093;299620;5040957;38.120
1657;310582;5046820;291563;5041201;21.057
1658;305625;5033486;299652;5040568;17.627
1659;303913;5041475;299314;5040895;32.963
1660;303933;5041391;299507;5040683;31.983
1661;305968;5038289;298922;5040648;32.379
1662;304602;5039124;299088;5040275;41.945
1663;304569;5039183;298638;5039378;33.235
1664;308352;5049380;300113;5041433;44.234
1665;308395;5049341;298448;5046514;29.911
1666;308368;5049162;299874;5040121;27.837
1667;309729;5036113;300196;5041450;47.286
1668;304830;5043258;299808;5041560;44.405
1669;303838;5039995;297587;5042527;31.474
1670;315734;5042891;300129;5042080;35.047
1671;316957;5044931;298392;5055293;24.927
1672;303337;5041750;293081;5044037;21.133
1673;316983;5042906;293276;5044243;28.640
1674;307113;5040348;297009;5047133;30.305
1675;309841;5049187;299040;5039886;27.433
1676;305176;5043854;302695;5051189;23.886
1677;304026;5039954;297073;5045831;27.564
1678;314196;5040699;301184;5045352;31.123
1679;314326;5040713;301318;5045107;30.755
1680;311820;5040692;297793;5037337;27.476
1681;306697;5046686;295046;5039306;44.069
1682;308061;5033854;299578;5039921;35.649
1683;306955;5043781;294813;5034340;25.498
1684;312610;5039420;302114;5042320;31.107
1685;311268;5048109;300126;5041609;29.835
1686;311109;5048103;298843;5039957;30.041
1687;311107;5048082;299497;5040219;36.487
1688;305450;5040263;300194;5044800;14.051
1689;305457;5040286;300137;5044585;16.771
1690;308949;5047594;302649;5040801;34.173
1691;309382;5047055;302852;5040818;26.282
1692;309655;5050103;296075;5041297;32.060
1693;311975;5049527;295000;5040179;23.884
1694;305205;5043566;300735;5047783;22.439
1695;318857;5042227;299708;5040285;49.466
1696;304274;5041713;302248;5045628;37.581
1697;308817;5042303;296411;5041386;41.914
1698;309169;5035596;299480;5040478;19.849
1699;308954;5035392;299806;5039919;22.049
1700;306401;5045319;299665;5040092;27.342
1701;307488;5038649;300855;5040967;28.772
1702;307538;5038656;298366;5043535;27.825
1703;306324;5038152;298096;5038563;28.860
1704;307587;5041818;300082;5040021;24.255
1705;302983;5042715;295303;5044102;21.571
1706;307922;5037863;298882;5039419;34.345
1707;308073;5037825;298903;5039444;22.493
1708;307948;5038069;299135;5040019;22.035
1709;308410;5039549;298793;5052933;25.299
1710;309012;5035620;300386;5039729;19.485
1711;307045;5039315;301007;5044427;27.385
1712;309223;5040599;298793;5044549;20.989
1713;305575;5043525;301428;5034784;20.360
1714;309279;5037451;299258;5040427;35.735
1715;305622;5036831;289549;5038739;35.622
1716;314735;5043349;300542;5051587;29.755
1717;308028;5043519;299898;5042834;23.978
1718;308032;5043505;300257;5041295;22.444
1719;307902;5048537;299229;5038046;40.093
1720;305161;5044410;286281;5036961;31.847
1721;305063;5039819;296794;5043863;27.688
1722;311385;5048321;300363;5047911;40.811
1723;311445;5048316;289558;5037550;30.937
1724;304785;5043643;299112;5040333;33.367
1725;304817;5043632;300826;5046058;39.558
1726;306836;5033574;297817;5039107;30.164
1727;306687;5033772;297836;5038897;30.905
1728;304291;5039282;299223;5040072;23.961
1729;307732;5045902;291252;5044062;18.876
1730;308318;5042344;301289;5043413;21.057
1731;308538;5042295;299468;5040321;22.134
1732;308243;5033896;293636;5040466;35.684
1733;305397;5044101;296689;5043877;35.414
1734;309216;5041826;298058;5052689;28.514
1735;315757;5043867;299940;5050937;38.083
1736;304385;5044159;295505;5043987;27.972
1737;304594;5044082;295491;5043954;21.354
1738;309236;5043589;299104;5053100;25.754
1739;316444;5045084;299274;5040289;23.718
1740;306027;5046534;300407;5046189;22.428
1741;306217;5046553;300513;5039508;23.482
1742;305975;5046530;302408;5041789;25.432
1743;307801;5032284;298495;5044030;42.523
1744;308097;5049220;288503;5039426;29.916
1745;308558;5041235;303328;5051672;33.224
1746;305771;5041305;292538;5047328;31.693
1747;303975;5042397;281250;5037918;46.333
1748;310773;5037178;300082;5041608;31.859
1749;309081;5038915;300473;5040911;18.823
1750;310735;5050590;295529;5039998;26.329
1751;317869;5042310;299958;5040191;34.442
1752;317858;5041766;300570;5038619;33.520
1753;318063;5041708;300574;5038460;32.735
1754;307038;5036671;299062;5041222;50.410
1755;303172;5043267;299794;5040240;32.353
1756;304302;5042940;293729;5049893;39.594
1757;305131;5044143;298518;5056247;39.894
1758;308328;5037225;298903;5040316;21.782
1759;309186;5042990;299566;5040113;23.756
1760;308333;5040166;299560;5050768;38.868
1761;308122;5040100;300542;5053102;29.617
1762;312482;5038249;295679;5040282;25.903
1763;311747;5040340;300447;5041593;27.277
1764;312523;5038066;296620;5035952;28.662
1765;306854;5037994;299484;5040679;26.228
1766;307078;5037731;299333;5040746;26.657
1767;308530;5050787;300183;5055428;29.692
1768;307233;5041586;299519;5040024;22.298
1769;309462;5033709;291321;5032915;29.389
1770;302909;5043247;299720;5041254;38.255
1771;312734;5040868;302701;5040607;30.017
1772;305344;5038503;299653;5040730;33.442
1773;305372;5038688;299877;5040457;34.597
1774;305141;5038451;292051;5033644;39.171
1775;307138;5038267;292439;5032177;30.094
1776;307420;5038202;292188;5032463;40.293
1777;312338;5037920;296620;5052999;26.889
1778;312371;5037735;289141;5036350;26.560
1779;307586;5036133;297123;5034236;35.515
1780;308774;5043102;299240;5051785;23.562
1781;308825;5043348;299180;5051588;32.544
1782;310145;5041617;305509;5061391;32.519
1783;306191;5036998;297101;5051438;45.645
1784;306184;5037126;296833;5051632;37.264
1785;310446;5036809;296591;5052980;26.283
1786;310458;5036867;300351;5043183;25.719
1787;305343;5043916;297186;5042076;36.948
1788;303011;5042795;299877;5041763;34.027
1789;302993;5042769;300128;5041613;27.431
1790;305349;5042049;295236;5047784;23.221
1791;305602;5035466;295547;5040346;29.004
1792;308955;5041040;299729;5041730;45.391
1793;308920;5041048;299908;5040761;39.413
1794;312037;5048213;296316;5054584;29.843
1795;307379;5048346;276932;5034283;23.381
1796;307167;5035910;298546;5041954;34.817
1797;309564;5046897;297054;5043844;24.977
1798;307909;5045696;294668;5045541;25.008
1799;310815;5048218;299578;5039937;27.567
1800;310809;5048026;291015;5040588;34.024
1801;304056;5044853;300190;5041942;43.411
1802;306132;5037855;294692;5036471;24.581
1803;306161;5038084;294709;5036482;22.585
1804;313960;5038032;290625;5040715;32.510
1805;316008;5035845;291981;5037250;29.744
1806;304151;5039435;299436;5040119;31.130
1807;304108;5039392;299650;5040276;20.996
1808;302928;5042699;295852;5044372;27.569
1809;304856;5041705;300436;5043077;26.881
1810;311514;5039147;299967;5040231;20.625
1811;305968;5041631;300061;5041920;20.373
1812;306219;5041577;300253;5042214;17.188
1813;306596;5042269;298453;5042673;46.064
1814;306500;5042300;297755;5049448;46.270
1815;305089;5041466;298747;5039583;18.899
1816;309822;5050096;290622;5043282;26.422
1817;309042;5054088;298055;5038345;33.135
1818;308875;5054058;299823;5055251;31.365
1819;312902;5039570;299208;5040033;20.707
1820;311482;5036461;295740;5040534;28.954
1821;311304;5036681;295679;5040462;28.231
1822;311085;5040803;300841;5042400;31.317
1823;311248;5040802;300592;5042576;26.135
1824;307065;5040479;300533;5045843;29.922
1825;307250;5040462;300510;5045882;23.948
1826;307937;5045635;302756;5050238;27.271
1827;314816;5036644;294439;5039055;27.478
1828;308199;5045575;290843;5040643;25.565
1829;306106;5039738;294590;5037895;35.031
1830;310643;5040105;296609;5044134;27.159
1831;305497;5035806;296455;5032319;41.592
1832;308577;5036606;299330;5040089;35.324
1833;310751;5037535;285367;5039476;23.987
1834;310860;5050815;300656;5042020;20.435
1835;308886;5033973;290381;5039071;27.047
1836;317052;5043673;277722;5032876;19.271
1837;308127;5044123;298507;5051339;24.394
1838;310504;5038665;296696;5043521;26.839
1839;302958;5042866;291747;5043287;24.477
1840;309088;5033700;298702;5039842;36.211
1841;309315;5033670;298520;5039822;23.931
1842;309352;5033907;298276;5040153;29.561
1843;309369;5052355;301882;5051685;18.063
1844;306452;5036173;301690;5049807;59.574
1845;306285;5036159;299009;5040155;38.054
1846;306860;5036685;301366;5035997;27.442
1847;307869;5033517;291928;5040491;26.142
1848;307723;5033603;290606;5043760;35.112
1849;312950;5037027;299407;5039846;38.236
1850;308841;5044731;300782;5042660;27.922
1851;308820;5039881;302966;5050170;29.277
1852;307262;5034679;295316;5051759;22.085
1853;315195;5044310;286153;5033483;35.453
1854;308298;5037109;299812;5040075;38.199
1855;308376;5036820;291588;5046337;28.017
1856;309228;5050368;293601;5036096;30.903
1857;304654;5039936;284272;5037954;18.362
1858;315896;5042477;300530;5040703;27.617
1859;315867;5042624;300381;5040862;27.230
1860;310412;5036938;299592;5041047;22.419
1861;305991;5039852;298164;5035998;24.772
1862;306445;5033303;288492;5034287;18.926
1863;306460;5033251;288353;5034462;22.808
1864;307745;5039164;299543;5041946;26.516
1865;310536;5051670;299546;5039955;27.613
1866;307123;5039382;298638;5033306;22.040
1867;305666;5047240;299443;5040282;28.109
1868;305851;5047211;299436;5040213;25.138
1869;306494;5037600;300253;5041523;36.701
1870;308307;5043100;300356;5043168;45.566
1871;308095;5042898;299271;5048950;34.253
1872;308341;5042926;300562;5039701;33.019
1873;305344;5039642;293794;5045980;31.923
1874;305912;5045352;298991;5040392;33.679
1875;305882;5044618;299285;5040397;31.103
1876;306188;5043956;299782;5043798;27.795
1877;306332;5043976;272275;5031540;25.944
1878;313207;5042314;299806;5045340;27.104
1879;308145;5041135;294381;5033749;28.736
1880;306922;5043303;299707;5041183;39.643
1881;306943;5043283;301482;5045595;24.900
1882;314364;5036460;301070;5042218;39.967
1883;312983;5040441;299757;5039935;39.356
1884;317021;5042227;299197;5040363;36.822
1885;307058;5042942;295453;5034047;32.478
1886;310754;5048355;300462;5042360;31.143
1887;309383;5054068;299793;5040994;39.643
1888;308218;5050506;299430;5039873;25.003
1889;308083;5050442;299875;5040744;23.930
1890;320035;5044481;298887;5040387;31.018
1891;310546;5048462;299568;5040823;34.373
1892;312429;5038151;297237;5043328;38.990
1893;312443;5037902;285430;5035427;39.239
1894;312352;5037940;296176;5047241;38.702
1895;303979;5044204;300655;5041907;30.499
1896;304188;5044474;300526;5039740;38.360
1897;307215;5036570;300306;5041965;42.820
1898;308948;5037265;298015;5038040;29.917
1899;309149;5037200;298121;5038768;39.372
1900;307969;5041519;300094;5040798;26.314
1901;308689;5043743;300406;5052907;37.018
1902;307436;5033817;296103;5034032;34.526
1903;307669;5034090;300057;5037270;31.963
1904;305808;5041381;300819;5042273;31.324
1905;305640;5041131;300850;5042311;27.020
1906;316893;5043114;300048;5049620;25.348
1907;309165;5036384;292191;5040796;26.782
1908;303173;5042644;299701;5043381;18.181
1909;306365;5041293;298938;5049010;33.321
1910;312507;5038331;299653;5040162;28.658
1911;312487;5038546;299832;5040223;30.689
1912;309793;5036790;303149;5049329;25.506
1913;311067;5051127;299868;5040922;30.040
1914;309693;5050104;300898;5047580;22.716
1915;307042;5040051;302954;5054045;21.763
1916;306535;5047411;296221;5053181;40.558
1917;307958;5044372;299024;5034884;27.179
1918;307336;5036290;301433;5048716;28.831
1919;306533;5036536;290040;5041238;42.538
1920;305814;5042868;299644;5051130;35.498
1921;310160;5041862;299457;5040120;33.017
1922;316387;5042037;293339;5033505;34.203
1923;309943;5037866;293927;5035409;35.464
1924;308638;5044479;295492;5040325;25.486
1925;303346;5041698;292996;5044158;23.488
1926;304257;5040554;296207;5038051;24.081
1927;304337;5040367;295965;5037866;18.274
1928;308686;5053494;299606;5051111;30.188
1929;308634;5053764;288085;5038774;28.694
1930;308634;5053735;299181;5039675;25.285
1931;306927;5042337;299710;5043080;22.771
1932;308398;5046166;299512;5041535;31.636
1933;306109;5045589;299458;5041326;30.647
1934;307536;5033113;300604;5045425;40.366
1935;307500;5032976;300899;5036289;45.287
1936;308591;5040953;297762;5049235;23.294
1937;308725;5041036;297501;5049413;21.466
1938;314935;5036956;299985;5040750;27.993
1939;306721;5035988;300156;5041523;26.727
1940;309810;5048048;294657;5045336;40.575
1941;304441;5041306;295236;5051183;39.324
1942;303609;5040206;295360;5051390;33.459
1943;312837;5038378;299793;5040258;20.167
1944;306782;5035602;299602;5039841;33.682
1945;309285;5035628;277431;5039111;22.194
1946;305342;5042051;297755;5041807;32.559
1947;304223;5044636;300046;5042641;25.304
1948;307081;5042730;299892;5041751;27.670
1949;308706;5041606;300202;5040042;34.742
1950;306167;5043202;297163;5034477;46.224
1951;306142;5043154;297332;5034430;29.077
1952;309934;5034098;303237;5051375;37.365
1953;305520;5043047;286366;5039067;30.894
1954;307257;5036849;301932;5050823;22.739
1955;305018;5046392;289450;5038073;27.342
1956;308140;5038016;299597;5040714;22.229
1957;317028;5041986;295140;5042203;29.979
1958;306665;5043812;297922;5044847;27.723
1959;305834;5041596;299184;5040534;26.318
1960;305906;5041719;287602;5039615;35.646
1961;307909;5043526;294089;5049968;27.070
1962;307831;5043482;294208;5050152;21.758
1963;312324;5039960;299422;5041980;21.015
1964;312457;5039810;298768;5040806;29.548
1965;312254;5040027;299834;5039959;23.481
1966;307021;5047468;290531;5042081;29.579
1967;303083;5041950;294935;5042134;19.526
1968;307655;5044880;298109;5033422;35.999
1969;306618;5046816;299545;5051175;22.761
1970;306654;5046585;299564;5040753;26.797
1971;305986;5045186;300409;5040198;28.294
1972;308602;5044186;292528;5045599;31.021
1973;305550;5039888;295355;5040323;35.183
1974;305349;5039857;301161;5042884;19.609
1975;305353;5039810;300049;5041629;20.696
1976;303364;5043438;299467;5040577;34.752
1977;306219;5046254;297708;5039729;32.280
1978;307894;5036389;299905;5040735;37.129
1979;304157;5039859;297861;5035755;17.700
1980;304775;5039423;298542;5042861;36.635
1981;305738;5044466;295940;5042085;35.059
1982;308330;5039048;298559;5039835;33.316
1983;308083;5038851;299471;5040507;33.014
1984;306965;5041931;300003;5040880;29.078
1985;307156;5041963;299928;5040571;28.700
1986;306666;5035726;300644;5042010;35.607
1987;305149;5043899;299194;5049258;28.936
1988;308305;5052765;299540;5040290;36.672
1989;309478;5033478;305295;5059000;25.337
1990;309291;5052739;299543;5039741;34.154
1991;309258;5052988;301633;5048647;22.476
1992;310584;5050682;295659;5039658;22.750
1993;312403;5047682;299358;5057546;28.505
1994;311093;5037787;298936;5039914;22.350
1995;309197;5053439;300779;5043190;24.829
1996;309402;5053676;299599;5037766;33.447
1997;305433;5038069;293035;5039376;21.517
1998;305209;5037889;299767;5040092;25.203
1999;309194;5054122;300702;5044630;36.755
2000;309175;5054133;300640;5044422;31.954
2001;309166;5054161;299267;5040121;45.065
2002;306198;5040429;294864;5047827;21.198
2003;306362;5040387;301566;5046010;24.298
2004;306817;5041957;299987;5039621;26.718
2005;306292;5032629;298184;5044582;19.079
2006;305755;5040508;299008;5039890;32.123
2007;303980;5039606;296522;5043740;23.852
2008;303971;5039670;294443;5045691;25.116
2009;303936;5039829;298937;5039576;31.607
2010;303979;5039870;298934;5039564;32.738
2011;305119;5043897;304231;5049957;18.568
2012;320757;5044574;299181;5039913;22.059
2013;304134;5042770;299322;5040365;32.929
2014;306053;5037107;300920;5047739;33.694
2015;306374;5037795;284882;5035148;34.549
2016;306287;5037564;299510;5042282;33.862
2017;310353;5050641;300485;5040241;34.021
2018;307949;5044322;295500;5040275;35.889
2019;305489;5046559;299767;5045662;25.074
2020;306893;5038607;296801;5037978;30.924
2021;307556;5034278;299816;5039340;30.021
2022;306103;5040903;302986;5052793;39.531
2023;305865;5040854;296328;5043783;44.712
2024;304932;5039657;300471;5039917;24.184
2025;311024;5039777;299485;5039870;39.330
2026;305967;5037427;298813;5039633;30.526
2027;302984;5042894;300966;5042677;26.796
2028;305966;5046734;298981;5039680;32.957
2029;306493;5033258;284303;5037957;43.990
2030;306701;5038403;300510;5040750;19.057
2031;306959;5038684;296556;5036728;20.464
2032;311906;5048221;291979;5040320;27.291
2033;306589;5048670;291998;5040315;37.858
2034;309496;5048609;292058;5040518;37.386
2035;309612;5037189;300137;5044261;29.100
2036;312041;5049740;299168;5040143;25.538
2037;305851;5041621;281497;5037053;39.187
2038;308711;5039328;300410;5040418;21.429
2039;308742;5039347;300408;5040580;27.596
